ElementId,ElementTypeNumeric,ElementTypeName,DotNetTypeName,HasSolidPrimitive,HasCurveVector,HasGraphics,ChildCount_GetChildren,ChildCount_ChildElemIter,HasRange,Notes
6294534,2,2,,False,False,False,-1,23,True,
6294670,19,19,,True,False,False,-1,6,True,
6294677,19,19,,True,False,False,-1,6,True,
6294684,2,2,,False,False,False,-1,23,True,
6294820,2,2,,False,False,False,-1,23,True,
6294956,19,19,,True,False,False,-1,6,True,
6294963,19,19,,True,False,False,-1,6,True,
6294970,19,19,,True,False,False,-1,6,True,
6294977,19,19,,True,False,False,-1,6,True,
6294984,19,19,,True,False,False,-1,6,True,
6294991,19,19,,True,False,False,-1,6,True,
6294998,19,19,,True,False,False,-1,6,True,
6295005,2,2,,False,False,False,-1,23,True,
6295141,19,19,,True,False,False,-1,6,True,
6295148,19,19,,True,False,False,-1,6,True,
6295155,19,19,,True,False,False,-1,6,True,
6295162,19,19,,True,False,False,-1,6,True,
6295169,19,19,,True,False,False,-1,6,True,
6295176,19,19,,True,False,False,-1,6,True,
6295183,2,2,,False,False,False,-1,4,True,
6295534,2,2,,False,False,False,-1,12,True,
6295535,2,2,,False,False,False,-1,12,True,
6295536,2,2,,False,False,False,-1,12,True,
6295537,2,2,,False,False,False,-1,12,True,
6216129,23,23,,True,False,False,-1,0,True,
6216130,23,23,,True,False,False,-1,0,True,
6216131,23,23,,True,False,False,-1,0,True,
6216133,23,23,,True,False,False,-1,0,True,
6216134,23,23,,True,False,False,-1,0,True,
6216135,23,23,,True,False,False,-1,0,True,
6216136,19,19,,True,False,False,-1,12,True,
6216116,19,19,,True,False,False,-1,12,True,
6245940,19,19,,True,False,False,-1,12,True,
6245953,23,23,,True,False,False,-1,0,True,
6245954,23,23,,True,False,False,-1,0,True,
6245955,23,23,,True,False,False,-1,0,True,
6245957,23,23,,True,False,False,-1,0,True,
6245958,23,23,,True,False,False,-1,0,True,
6245959,23,23,,True,False,False,-1,0,True,
6245960,19,19,,True,False,False,-1,12,True,
6295632,23,23,,True,False,False,-1,0,True,
6295633,23,23,,True,False,False,-1,0,True,
6295634,23,23,,True,False,False,-1,0,True,
6295635,23,23,,True,False,False,-1,0,True,
6295636,23,23,,True,False,False,-1,0,True,
6295637,23,23,,True,False,False,-1,0,True,
6295638,23,23,,True,False,False,-1,0,True,
6295639,23,23,,True,False,False,-1,0,True,
6295640,23,23,,True,False,False,-1,0,True,
6295641,23,23,,True,False,False,-1,0,True,
6295642,23,23,,True,False,False,-1,0,True,
6295643,23,23,,True,False,False,-1,0,True,
6295644,23,23,,True,False,False,-1,0,True,
6295645,23,23,,True,False,False,-1,0,True,
6295646,23,23,,True,False,False,-1,0,True,
6295647,23,23,,True,False,False,-1,0,True,
6295648,23,23,,True,False,False,-1,0,True,
6295649,23,23,,True,False,False,-1,0,True,
6295650,23,23,,True,False,False,-1,0,True,
6295651,23,23,,True,False,False,-1,0,True,
6295652,23,23,,True,False,False,-1,0,True,
6295653,23,23,,True,False,False,-1,0,True,
6295654,23,23,,True,False,False,-1,0,True,
6295655,23,23,,True,False,False,-1,0,True,
6295656,23,23,,True,False,False,-1,0,True,
6295657,23,23,,True,False,False,-1,0,True,
6295658,23,23,,True,False,False,-1,0,True,
6303296,19,19,,True,False,False,-1,6,True,
12298,2,2,,False,False,False,-1,133,True,
12743,2,2,,False,False,False,-1,32,True,
19580,2,2,,False,False,False,-1,133,True,
19980,2,2,,False,False,False,-1,133,True,
20380,2,2,,False,False,False,-1,133,True,
43093,2,2,,False,False,False,-1,13,True,
43117,2,2,,False,False,False,-1,54,True,
43222,2,2,,False,False,False,-1,13,True,
43246,2,2,,False,False,False,-1,13,True,
43268,2,2,,False,False,False,-1,128,True,
43479,2,2,,False,False,False,-1,71,True,
43622,2,2,,False,False,False,-1,97,True,
43924,2,2,,False,False,False,-1,36,True,
53664,2,2,,False,False,False,-1,13,True,
68193,2,2,,False,False,False,-1,2,True,
68213,2,2,,False,False,False,-1,2,True,
68216,2,2,,False,False,False,-1,2,True,
68219,2,2,,False,False,False,-1,2,True,
68222,2,2,,False,False,False,-1,2,True,
68225,2,2,,False,False,False,-1,2,True,
68228,2,2,,False,False,False,-1,2,True,
68231,2,2,,False,False,False,-1,2,True,
68243,2,2,,False,False,False,-1,2,True,
68246,2,2,,False,False,False,-1,2,True,
68249,2,2,,False,False,False,-1,2,True,
68252,2,2,,False,False,False,-1,2,True,
68255,2,2,,False,False,False,-1,2,True,
68258,2,2,,False,False,False,-1,2,True,
68261,2,2,,False,False,False,-1,2,True,
68264,2,2,,False,False,False,-1,2,True,
68267,2,2,,False,False,False,-1,2,True,
68270,2,2,,False,False,False,-1,2,True,
68273,2,2,,False,False,False,-1,2,True,
68744,2,2,,False,False,False,-1,153,True,
69184,2,2,,False,False,False,-1,45,True,
78346,2,2,,False,False,False,-1,163,True,
60008,2,2,,False,False,False,-1,18,True,
73421,2,2,,False,False,False,-1,18,True,
81398,16,16,,False,False,False,-1,0,True,
81412,16,16,,False,False,False,-1,0,True,
81486,16,16,,False,False,False,-1,0,True,
81488,16,16,,False,False,False,-1,0,True,
81494,16,16,,False,False,False,-1,0,True,
81496,16,16,,False,False,False,-1,0,True,
81661,106,106,,False,False,False,-1,0,True,
81668,106,106,,False,False,False,-1,0,True,
81671,106,106,,False,False,False,-1,0,True,
82229,106,106,,False,False,False,-1,0,True,
82421,106,106,,False,False,False,-1,0,True,
82422,106,106,,False,False,False,-1,0,True,
82427,106,106,,False,False,False,-1,0,True,
82477,2,2,,False,False,False,-1,10,True,
82478,106,106,,False,False,False,-1,0,True,
82479,2,2,,False,False,False,-1,10,True,
82511,106,106,,False,False,False,-1,0,True,
82544,106,106,,False,False,False,-1,0,True,
82545,2,2,,False,False,False,-1,10,True,
82577,106,106,,False,False,False,-1,0,True,
82579,2,2,,False,False,False,-1,18,True,
82987,106,106,,False,False,False,-1,0,True,
82989,2,2,,False,False,False,-1,13,True,
82990,2,2,,False,False,False,-1,18,True,
84313,2,2,,False,False,False,-1,11,True,
84346,19,19,,False,False,False,-1,26,True,
91702,19,19,,False,False,False,-1,6,True,
95678,2,2,,False,False,False,-1,25,True,
95786,2,2,,False,False,False,-1,7,True,
95787,2,2,,False,False,False,-1,8,True,
95788,2,2,,False,False,False,-1,13,True,
95789,2,2,,False,False,False,-1,8,True,
95802,2,2,,False,False,False,-1,12,True,
96925,16,16,,False,False,False,-1,0,True,
96926,16,16,,False,False,False,-1,0,True,
96927,16,16,,False,False,False,-1,0,True,
96928,16,16,,False,False,False,-1,0,True,
96929,16,16,,False,False,False,-1,0,True,
96930,16,16,,False,False,False,-1,0,True,
96932,106,106,,False,False,False,-1,0,True,
96933,106,106,,False,False,False,-1,0,True,
96934,106,106,,False,False,False,-1,0,True,
96935,106,106,,False,False,False,-1,0,True,
96936,16,16,,False,False,False,-1,0,True,
96937,16,16,,False,False,False,-1,0,True,
96938,16,16,,False,False,False,-1,0,True,
96939,16,16,,False,False,False,-1,0,True,
96940,16,16,,False,False,False,-1,0,True,
96941,106,106,,False,False,False,-1,0,True,
96942,106,106,,False,False,False,-1,0,True,
96943,106,106,,False,False,False,-1,0,True,
96944,2,2,,False,False,False,-1,10,True,
96976,106,106,,False,False,False,-1,0,True,
96977,2,2,,False,False,False,-1,10,True,
97009,106,106,,False,False,False,-1,0,True,
97043,106,106,,False,False,False,-1,0,True,
97442,2,2,,False,False,False,-1,13,True,
97853,2,2,,False,False,False,-1,11,True,
97955,2,2,,False,False,False,-1,7,True,
97996,2,2,,False,False,False,-1,8,True,
98026,16,16,,False,False,False,-1,0,True,
98027,2,2,,False,False,False,-1,13,True,
98041,2,2,,False,False,False,-1,8,True,
98165,106,106,,False,False,False,-1,0,True,
98199,2,2,,False,False,False,-1,13,True,
102637,2,2,,False,False,False,-1,25,True,
102663,2,2,,False,False,False,-1,25,True,
102689,2,2,,False,False,False,-1,25,True,
107283,2,2,,False,False,False,-1,25,True,
107337,106,106,,False,False,False,-1,0,True,
109193,2,2,,False,False,False,-1,133,True,
111344,106,106,,False,False,False,-1,0,True,
111346,106,106,,False,False,False,-1,0,True,
111347,106,106,,False,False,False,-1,0,True,
111348,106,106,,False,False,False,-1,0,True,
111349,106,106,,False,False,False,-1,0,True,
111360,106,106,,False,False,False,-1,0,True,
111384,106,106,,False,False,False,-1,0,True,
112832,19,19,,False,False,False,-1,6,True,
119059,2,2,,False,False,False,-1,17,True,
119060,2,2,,False,False,False,-1,17,True,
119061,2,2,,False,False,False,-1,17,True,
131305,2,2,,False,False,False,-1,11,True,
41688,2,2,,False,False,False,-1,37,True,
41726,2,2,,False,False,False,-1,37,True,
41764,2,2,,False,False,False,-1,37,True,
41802,2,2,,False,False,False,-1,37,True,
41840,2,2,,False,False,False,-1,37,True,
41878,2,2,,False,False,False,-1,37,True,
41916,2,2,,False,False,False,-1,13,True,
41930,2,2,,False,False,False,-1,13,True,
41944,2,2,,False,False,False,-1,13,True,
41958,2,2,,False,False,False,-1,13,True,
41972,2,2,,False,False,False,-1,13,True,
131810,106,106,,False,False,False,-1,0,True,
131820,2,2,,False,False,False,-1,5,True,
131822,2,2,,False,False,False,-1,5,True,
131823,2,2,,False,False,False,-1,7,True,
131824,2,2,,False,False,False,-1,8,True,
131826,2,2,,False,False,False,-1,4,True,
131827,2,2,,False,False,False,-1,4,True,
137553,106,106,,False,False,False,-1,0,True,
137587,106,106,,False,False,False,-1,0,True,
137597,6,6,,False,False,False,-1,0,True,
137610,6,6,,False,False,False,-1,0,True,
137839,106,106,,False,False,False,-1,0,True,
137841,106,106,,False,False,False,-1,0,True,
137843,106,106,,False,False,False,-1,0,True,
137853,106,106,,False,False,False,-1,0,True,
137855,106,106,,False,False,False,-1,0,True,
137857,106,106,,False,False,False,-1,0,True,
137859,106,106,,False,False,False,-1,0,True,
137861,106,106,,False,False,False,-1,0,True,
137867,106,106,,False,False,False,-1,0,True,
137868,106,106,,False,False,False,-1,0,True,
137869,106,106,,False,False,False,-1,0,True,
137870,106,106,,False,False,False,-1,0,True,
137871,106,106,,False,False,False,-1,0,True,
137876,106,106,,False,False,False,-1,0,True,
137880,106,106,,False,False,False,-1,0,True,
137884,106,106,,False,False,False,-1,0,True,
137886,106,106,,False,False,False,-1,0,True,
137930,2,2,,False,False,False,-1,2,True,
137933,2,2,,False,False,False,-1,2,True,
137936,2,2,,False,False,False,-1,2,True,
138085,2,2,,False,False,False,-1,4,True,
138839,2,2,,False,False,False,-1,4,True,
138947,2,2,,False,False,False,-1,163,True,
139213,2,2,,False,False,False,-1,2,True,
139216,2,2,,False,False,False,-1,2,True,
139750,106,106,,False,False,False,-1,0,True,
139751,2,2,,False,False,False,-1,25,True,
139804,2,2,,False,False,False,-1,25,True,
139977,106,106,,False,False,False,-1,0,True,
139978,2,2,,False,False,False,-1,25,True,
148054,2,2,,False,False,False,-1,10,True,
148127,2,2,,False,False,False,-1,17,True,
149353,2,2,,False,False,False,-1,11,True,
150665,106,106,,False,False,False,-1,0,True,
150669,106,106,,False,False,False,-1,0,True,
150670,106,106,,False,False,False,-1,0,True,
150671,106,106,,False,False,False,-1,0,True,
150672,106,106,,False,False,False,-1,0,True,
150673,106,106,,False,False,False,-1,0,True,
150674,106,106,,False,False,False,-1,0,True,
150675,106,106,,False,False,False,-1,0,True,
150676,106,106,,False,False,False,-1,0,True,
150677,106,106,,False,False,False,-1,0,True,
150678,106,106,,False,False,False,-1,0,True,
150679,106,106,,False,False,False,-1,0,True,
150680,106,106,,False,False,False,-1,0,True,
150682,106,106,,False,False,False,-1,0,True,
150683,106,106,,False,False,False,-1,0,True,
150686,106,106,,False,False,False,-1,0,True,
150687,106,106,,False,False,False,-1,0,True,
150695,106,106,,False,False,False,-1,0,True,
150744,106,106,,False,False,False,-1,0,True,
150787,2,2,,False,False,False,-1,31,True,
150968,2,2,,False,False,False,-1,31,True,
151000,2,2,,False,False,False,-1,31,True,
151184,2,2,,False,False,False,-1,49,True,
158649,106,106,,False,False,False,-1,0,True,
158651,106,106,,False,False,False,-1,0,True,
163955,106,106,,False,False,False,-1,0,True,
163980,19,19,,False,False,False,-1,49,True,
164030,19,19,,False,False,False,-1,49,True,
164080,19,19,,False,False,False,-1,49,True,
164130,19,19,,False,False,False,-1,49,True,
164180,19,19,,False,False,False,-1,49,True,
164230,19,19,,False,False,False,-1,49,True,
164900,2,2,,False,False,False,-1,37,True,
164939,106,106,,False,False,False,-1,0,True,
169370,2,2,,False,False,False,-1,25,True,
169564,106,106,,False,False,False,-1,0,True,
169568,106,106,,False,False,False,-1,0,True,
169572,106,106,,False,False,False,-1,0,True,
169573,19,19,,False,False,False,-1,26,True,
169667,2,2,,False,False,False,-1,28,True,
169717,106,106,,False,False,False,-1,0,True,
169721,2,2,,False,False,False,-1,13,True,
169797,2,2,,False,False,False,-1,7,True,
169837,106,106,,False,False,False,-1,0,True,
169854,2,2,,False,False,False,-1,13,True,
169861,2,2,,False,False,False,-1,13,True,
169868,106,106,,False,False,False,-1,0,True,
170378,2,2,,False,False,False,-1,6,True,
180723,2,2,,False,False,False,-1,250,True,
182469,2,2,,False,False,False,-1,133,True,
183929,2,2,,False,False,False,-1,250,True,
186682,2,2,,False,False,False,-1,181,True,
197493,106,106,,False,False,False,-1,0,True,
197494,106,106,,False,False,False,-1,0,True,
198174,2,2,,False,False,False,-1,18,True,
198253,19,19,,False,False,False,-1,6,True,
198260,19,19,,False,False,False,-1,6,True,
201581,2,2,,False,False,False,-1,2,True,
201584,2,2,,False,False,False,-1,2,True,
201587,2,2,,False,False,False,-1,2,True,
201590,2,2,,False,False,False,-1,2,True,
201605,2,2,,False,False,False,-1,2,True,
220032,2,2,,False,False,False,-1,25,True,
220083,2,2,,False,False,False,-1,25,True,
220163,2,2,,False,False,False,-1,13,True,
221376,2,2,,False,False,False,-1,2,True,
222432,106,106,,False,False,False,-1,0,True,
222434,106,106,,False,False,False,-1,0,True,
222436,106,106,,False,False,False,-1,0,True,
222438,106,106,,False,False,False,-1,0,True,
222440,106,106,,False,False,False,-1,0,True,
222442,106,106,,False,False,False,-1,0,True,
222444,106,106,,False,False,False,-1,0,True,
222446,106,106,,False,False,False,-1,0,True,
222582,19,19,,False,False,False,-1,6,True,
222589,19,19,,False,False,False,-1,6,True,
222596,19,19,,False,False,False,-1,6,True,
222603,19,19,,False,False,False,-1,6,True,
222610,19,19,,False,False,False,-1,6,True,
222617,19,19,,False,False,False,-1,6,True,
222624,19,19,,False,False,False,-1,6,True,
222631,19,19,,False,False,False,-1,6,True,
222648,19,19,,False,False,False,-1,6,True,
222802,106,106,,False,False,False,-1,0,True,
222803,2,2,,False,False,False,-1,25,True,
222829,2,2,,False,False,False,-1,25,True,
229230,106,106,,False,False,False,-1,0,True,
229238,19,19,,False,False,False,-1,6,True,
245911,106,106,,False,False,False,-1,0,True,
245919,19,19,,False,False,False,-1,6,True,
245929,106,106,,False,False,False,-1,0,True,
246077,2,2,,False,False,False,-1,25,True,
246250,2,2,,False,False,False,-1,25,True,
246526,19,19,,False,False,False,-1,6,True,
259074,2,2,,False,False,False,-1,13,True,
259088,2,2,,False,False,False,-1,13,True,
259102,2,2,,False,False,False,-1,13,True,
259116,2,2,,False,False,False,-1,13,True,
259130,2,2,,False,False,False,-1,13,True,
259144,2,2,,False,False,False,-1,13,True,
259158,2,2,,False,False,False,-1,13,True,
259172,2,2,,False,False,False,-1,13,True,
259214,2,2,,False,False,False,-1,13,True,
259228,2,2,,False,False,False,-1,13,True,
259242,2,2,,False,False,False,-1,13,True,
259256,2,2,,False,False,False,-1,13,True,
259270,2,2,,False,False,False,-1,13,True,
259284,2,2,,False,False,False,-1,13,True,
259298,2,2,,False,False,False,-1,13,True,
259312,2,2,,False,False,False,-1,13,True,
259688,2,2,,False,False,False,-1,13,True,
263844,2,2,,False,False,False,-1,37,True,
264227,106,106,,False,False,False,-1,0,True,
264228,106,106,,False,False,False,-1,0,True,
264229,2,2,,False,False,False,-1,49,True,
265895,2,2,,False,False,False,-1,49,True,
265995,2,2,,False,False,False,-1,49,True,
266045,2,2,,False,False,False,-1,49,True,
266587,2,2,,False,False,False,-1,97,True,
269708,2,2,,False,False,False,-1,145,True,
270000,2,2,,False,False,False,-1,145,True,
270292,2,2,,False,False,False,-1,97,True,
275208,2,2,,False,False,False,-1,53,True,
275351,106,106,,False,False,False,-1,0,True,
275357,106,106,,False,False,False,-1,0,True,
275358,2,2,,False,False,False,-1,71,True,
275440,106,106,,False,False,False,-1,0,True,
275441,106,106,,False,False,False,-1,0,True,
275525,2,2,,False,False,False,-1,85,True,
275611,106,106,,False,False,False,-1,0,True,
275613,106,106,,False,False,False,-1,0,True,
275614,19,19,,False,False,False,-1,6,True,
276346,2,2,,False,False,False,-1,5,True,
276347,2,2,,False,False,False,-1,5,True,
276498,2,2,,False,False,False,-1,5,True,
276649,2,2,,False,False,False,-1,5,True,
276800,2,2,,False,False,False,-1,5,True,
276951,2,2,,False,False,False,-1,5,True,
277102,2,2,,False,False,False,-1,5,True,
277253,2,2,,False,False,False,-1,5,True,
277555,2,2,,False,False,False,-1,5,True,
277857,2,2,,False,False,False,-1,5,True,
278008,2,2,,False,False,False,-1,5,True,
278159,2,2,,False,False,False,-1,5,True,
278310,2,2,,False,False,False,-1,5,True,
278461,2,2,,False,False,False,-1,5,True,
278612,2,2,,False,False,False,-1,5,True,
278763,2,2,,False,False,False,-1,5,True,
278914,2,2,,False,False,False,-1,5,True,
279192,2,2,,False,False,False,-1,2,True,
279393,2,2,,False,False,False,-1,2,True,
279394,2,2,,False,False,False,-1,2,True,
279473,2,2,,False,False,False,-1,25,True,
279520,2,2,,False,False,False,-1,37,True,
279597,106,106,,False,False,False,-1,0,True,
279619,2,2,,False,False,False,-1,3,True,
282929,2,2,,False,False,False,-1,20,True,
282933,106,106,,False,False,False,-1,0,True,
283142,106,106,,False,False,False,-1,0,True,
283680,19,19,,False,False,False,-1,6,True,
283691,2,2,,False,False,False,-1,53,True,
283818,19,19,,False,False,False,-1,6,True,
283851,106,106,,False,False,False,-1,0,True,
284167,106,106,,False,False,False,-1,0,True,
289015,2,2,,False,False,False,-1,145,True,
295111,2,2,,False,False,False,-1,49,True,
295210,2,2,,False,False,False,-1,49,True,
295360,106,106,,False,False,False,-1,0,True,
295361,106,106,,False,False,False,-1,0,True,
295362,106,106,,False,False,False,-1,0,True,
295364,2,2,,False,False,False,-1,49,True,
295414,2,2,,False,False,False,-1,49,True,
296166,2,2,,False,False,False,-1,153,True,
297178,2,2,,False,False,False,-1,2,True,
297179,2,2,,False,False,False,-1,2,True,
297180,2,2,,False,False,False,-1,25,True,
297206,2,2,,False,False,False,-1,25,True,
297232,2,2,,False,False,False,-1,25,True,
297454,2,2,,False,False,False,-1,49,True,
300605,2,2,,False,False,False,-1,8,True,
301293,2,2,,False,False,False,-1,250,True,
301966,2,2,,False,False,False,-1,181,True,
303395,2,2,,False,False,False,-1,133,True,
303795,2,2,,False,False,False,-1,181,True,
316825,2,2,,False,False,False,-1,8,True,
317025,2,2,,False,False,False,-1,8,True,
317125,2,2,,False,False,False,-1,8,True,
317225,2,2,,False,False,False,-1,8,True,
317325,2,2,,False,False,False,-1,8,True,
317525,2,2,,False,False,False,-1,8,True,
317625,2,2,,False,False,False,-1,8,True,
317725,2,2,,False,False,False,-1,8,True,
317825,2,2,,False,False,False,-1,8,True,
317925,2,2,,False,False,False,-1,8,True,
318025,2,2,,False,False,False,-1,8,True,
318133,2,2,,False,False,False,-1,4,True,
322098,2,2,,False,False,False,-1,49,True,
322148,2,2,,False,False,False,-1,49,True,
322199,2,2,,False,False,False,-1,49,True,
322249,2,2,,False,False,False,-1,49,True,
322299,2,2,,False,False,False,-1,49,True,
322349,106,106,,False,False,False,-1,0,True,
322350,2,2,,False,False,False,-1,13,True,
322364,2,2,,False,False,False,-1,13,True,
322976,19,19,,False,False,False,-1,6,True,
322983,19,19,,False,False,False,-1,6,True,
322990,106,106,,False,False,False,-1,0,True,
322991,19,19,,False,False,False,-1,6,True,
322998,106,106,,False,False,False,-1,0,True,
322999,19,19,,False,False,False,-1,6,True,
323006,19,19,,False,False,False,-1,6,True,
323017,2,2,,False,False,False,-1,49,True,
323457,2,2,,False,False,False,-1,49,True,
323557,2,2,,False,False,False,-1,49,True,
323607,2,2,,False,False,False,-1,49,True,
323657,2,2,,False,False,False,-1,97,True,
323755,2,2,,False,False,False,-1,145,True,
323901,2,2,,False,False,False,-1,145,True,
324193,2,2,,False,False,False,-1,97,True,
324292,2,2,,False,False,False,-1,53,True,
324355,106,106,,False,False,False,-1,0,True,
324358,106,106,,False,False,False,-1,0,True,
324359,2,2,,False,False,False,-1,71,True,
324441,106,106,,False,False,False,-1,0,True,
324442,106,106,,False,False,False,-1,0,True,
324443,2,2,,False,False,False,-1,85,True,
324529,106,106,,False,False,False,-1,0,True,
324531,106,106,,False,False,False,-1,0,True,
324532,19,19,,False,False,False,-1,6,True,
324865,19,19,,False,False,False,-1,6,True,
324872,2,2,,False,False,False,-1,53,True,
324936,19,19,,False,False,False,-1,6,True,
324943,2,2,,False,False,False,-1,145,True,
326816,2,2,,False,False,False,-1,49,True,
326866,2,2,,False,False,False,-1,49,True,
326916,2,2,,False,False,False,-1,49,True,
326966,2,2,,False,False,False,-1,49,True,
327017,2,2,,False,False,False,-1,49,True,
327318,2,2,,False,False,False,-1,49,True,
327368,2,2,,False,False,False,-1,49,True,
328475,2,2,,False,False,False,-1,14,True,
328780,2,2,,False,False,False,-1,43,True,
328874,2,2,,False,False,False,-1,43,True,
328919,106,106,,False,False,False,-1,0,True,
328921,106,106,,False,False,False,-1,0,True,
328923,106,106,,False,False,False,-1,0,True,
328924,19,19,,False,False,False,-1,6,True,
328931,19,19,,False,False,False,-1,6,True,
328939,106,106,,False,False,False,-1,0,True,
328941,106,106,,False,False,False,-1,0,True,
330823,2,2,,False,False,False,-1,45,True,
332880,19,19,,False,False,False,-1,6,True,
333701,2,2,,False,False,False,-1,7,True,
336311,2,2,,False,False,False,-1,49,True,
336361,2,2,,False,False,False,-1,49,True,
342726,2,2,,False,False,False,-1,73,True,
342830,2,2,,False,False,False,-1,61,True,
345836,2,2,,False,False,False,-1,16,True,
347711,2,2,,False,False,False,-1,2,True,
349198,2,2,,False,False,False,-1,85,True,
349284,19,19,,False,False,False,-1,6,True,
350203,2,2,,False,False,False,-1,54,True,
350258,2,2,,False,False,False,-1,13,True,
350272,2,2,,False,False,False,-1,13,True,
350415,2,2,,False,False,False,-1,71,True,
350566,2,2,,False,False,False,-1,97,True,
350664,2,2,,False,False,False,-1,36,True,
351069,2,2,,False,False,False,-1,3,True,
351114,2,2,,False,False,False,-1,5,True,
351903,2,2,,False,False,False,-1,2,True,
353664,106,106,,False,False,False,-1,0,True,
353710,2,2,,False,False,False,-1,2,True,
354611,2,2,,False,False,False,-1,60,True,
354612,2,2,,False,False,False,-1,60,True,
354757,106,106,,False,False,False,-1,0,True,
355311,2,2,,False,False,False,-1,34,True,
355313,106,106,,False,False,False,-1,0,True,
355314,2,2,,False,False,False,-1,7,True,
82119,2,2,,False,False,False,-1,13,True,
336690,106,106,,False,False,False,-1,0,True,
336691,106,106,,False,False,False,-1,0,True,
336890,106,106,,False,False,False,-1,0,True,
336893,106,106,,False,False,False,-1,0,True,
336896,106,106,,False,False,False,-1,0,True,
336899,106,106,,False,False,False,-1,0,True,
336902,106,106,,False,False,False,-1,0,True,
336905,106,106,,False,False,False,-1,0,True,
336908,106,106,,False,False,False,-1,0,True,
336912,106,106,,False,False,False,-1,0,True,
336915,106,106,,False,False,False,-1,0,True,
336916,16,16,,False,False,False,-1,0,True,
336954,106,106,,False,False,False,-1,0,True,
336962,2,2,,False,False,False,-1,7,True,
336970,2,2,,False,False,False,-1,7,True,
336978,16,16,,False,False,False,-1,0,True,
336979,106,106,,False,False,False,-1,0,True,
336980,16,16,,False,False,False,-1,0,True,
336981,106,106,,False,False,False,-1,0,True,
336982,2,2,,False,False,False,-1,7,True,
336990,19,19,,False,False,False,-1,26,True,
337104,106,106,,False,False,False,-1,0,True,
337106,19,19,,False,False,False,-1,12,True,
337422,106,106,,False,False,False,-1,0,True,
337425,106,106,,False,False,False,-1,0,True,
337449,16,16,,False,False,False,-1,0,True,
337452,106,106,,False,False,False,-1,0,True,
337453,2,2,,False,False,False,-1,7,True,
337461,2,2,,False,False,False,-1,7,True,
337469,16,16,,False,False,False,-1,0,True,
337472,106,106,,False,False,False,-1,0,True,
337473,16,16,,False,False,False,-1,0,True,
337476,106,106,,False,False,False,-1,0,True,
337477,2,2,,False,False,False,-1,7,True,
337485,19,19,,False,False,False,-1,26,True,
337577,106,106,,False,False,False,-1,0,True,
337578,19,19,,False,False,False,-1,12,True,
337655,106,106,,False,False,False,-1,0,True,
337656,106,106,,False,False,False,-1,0,True,
360544,2,2,,False,False,False,-1,25,True,
360598,23,23,,False,False,False,-1,0,True,
360636,23,23,,False,False,False,-1,0,True,
360637,23,23,,False,False,False,-1,0,True,
360638,23,23,,False,False,False,-1,0,True,
360639,23,23,,False,False,False,-1,0,True,
360640,23,23,,False,False,False,-1,0,True,
360641,23,23,,False,False,False,-1,0,True,
360642,23,23,,False,False,False,-1,0,True,
360646,106,106,,False,False,False,-1,0,True,
360678,2,2,,False,False,False,-1,18,True,
360679,2,2,,False,False,False,-1,18,True,
360913,2,2,,False,False,False,-1,250,True,
362008,2,2,,False,False,False,-1,133,True,
363096,2,2,,False,False,False,-1,60,True,
